round,accuracy,macro_f1,eval_loss,round_time,client_train_time,communication_cost_MB,trainable_params,total_params,model_name,dataset_name,setting,num_clients,local_epochs,partition_type,best_metric_so_far,patience_counter,is_new_best,client_id,num_samples,train_loss
1,0.8366666666666667,0.838253480099347,0.5377941500157752,1110.4800260066986,75.55442214012146,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.86475,0,True,0,11250,0.22008036863123628
1,0.72725,0.6279170938888351,2.152703028410039,1110.4800260066986,72.39093255996704,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.86475,0,True,1,10975,0.1649125407608742
1,0.7733333333333333,0.729362378278865,0.7230313379872353,1110.4800260066986,500.2348771095276,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.86475,0,True,2,71346,0.14723041500339457
1,0.8,0.7960223791915629,0.7712139328743549,1110.4800260066986,52.87916135787964,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.86475,0,True,3,6816,0.16705840870633093
1,0.8663333333333333,0.8629212438722272,0.44941592422571586,1110.4800260066986,56.55345344543457,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.86475,0,True,4,7613,0.31903445547908355
2,0.8330833333333333,0.8366285682338714,0.5796762299030385,1138.9696128368378,89.59776854515076,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,0,True,0,11250,0.16882678248657612
2,0.73075,0.6306515450590172,1.798964132019814,1138.9696128368378,77.99907279014587,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,0,True,1,10975,0.10555850673317922
2,0.7648333333333334,0.7146476907884325,0.9137831054469372,1138.9696128368378,501.40821290016174,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,0,True,2,71346,0.1073762262208534
2,0.8335833333333333,0.8307716964439505,0.6778195948993906,1138.9696128368378,52.7978036403656,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,0,True,3,6816,0.10456215380950604
2,0.9048333333333334,0.9032475721763564,0.3068316593528428,1138.9696128368378,56.16634273529053,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,0,True,4,7613,0.21132230170720703
3,0.8856666666666667,0.8868215531403342,0.38385928406360303,1137.4192564487457,89.55527687072754,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,1,False,0,11250,0.1633258387568772
3,0.7371666666666666,0.6383398359723446,1.4784307105744139,1137.4192564487457,78.16873693466187,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,1,False,1,10975,0.09622792956344112
3,0.7511666666666666,0.6879435276766384,0.9911413777698862,1137.4192564487457,499.44273591041565,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,1,False,2,71346,0.09185994951070246
3,0.8521666666666666,0.8471159301412672,0.6259892623316734,1137.4192564487457,53.29051923751831,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,1,False,3,6816,0.09793858737401946
3,0.9168333333333333,0.9163707638461124,0.2471716381569809,1137.4192564487457,56.246856927871704,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,1,False,4,7613,0.19935870546179416
4,0.88825,0.8891543386284746,0.375583479815024,1136.5986549854279,89.94595003128052,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,2,False,0,11250,0.16014843900087394
4,0.7385,0.6430035890909789,1.483274868194093,1136.5986549854279,77.3611228466034,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,2,False,1,10975,0.09120299304403948
4,0.7541666666666667,0.6928461812459324,1.0025993227324588,1136.5986549854279,500.29181933403015,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,2,False,2,71346,0.08153918631667799
4,0.8689166666666667,0.8686841844516305,0.46333356891223726,1136.5986549854279,52.579891204833984,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,2,False,3,6816,0.09105907019908609
4,0.9153333333333333,0.914113524516072,0.2725623574187147,1136.5986549854279,56.52458739280701,31.084136962890625,814852,67771400,distilbert-base-uncased,ag_news,FedAvg + DistilBERT + LoRA,5,1,noniid,0.8750833333333333,2,False,4,7613,0.19077704338838167
